Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"De Sol a Sol","Pèl De Gall","A Sa Vostra Salut","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES80A2014005","78KcehkP9HFdu0itnP0YBR"
"Creu Amb Tu","Valtonyc","Piet Hein","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","BEW631921304","6Kx0RCyEvVJliaZQ4jPeY8"
"Avui Va De Bo","Anegats","Paraules","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES8570753610","0BkB8cvvkMfrwHr3ah6Hho"
"Junts","Pèl De Gall","Junts","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES80A2217502","5hmAFuS43hdXMzKApWmcZe"
"Irreals","Anegats","Mons Diferents","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES8570740701","3z0nBKObd4lIEZIm2szW3f"
"L'amo de Son Carabassa","Xanguito","Milions D'Estrelles","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES17D2001009","6BrtHKYeJYyKZYSh1tekBS"
"Xafogor","Verlaat","Xafogor","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","QZHN72273828","6OGNP2KC8diIdq3rl8QKyl"
"Cor eixut","Xanguito","Bon Rotllo","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES11D2300953","5mgpQo1aH6xQ2Z0pQ8JjSZ"
"Terra","Rudymentari","Terra","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES16E2300553","5MVco04gWmN5nfVW5fHFbB"
"Sa cançó de s’estiu","Pèl De Gall","Totes ses deixades són perdudes","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ESA031703303","6ijMr1d4rY4ehfxz9WiqIe"
"Aprenent","Anegats","Aprenent","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES8572176601","1G5M6INmfyQ0B3QS17cP7u"
"Entre poc i massa","Rudymentari","Entre poc i massa","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES16E1900080","4UuAYLP8sJYai77eg4889G"
"A la Ciutat","Caïm Riba","Llunes de Plutó","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES80A2115202","0YLUNOJwz23SfTKFbVanbj"
"JA SÉ L'AMOR","Salvatge Cor","JA SÉ L'AMOR","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","QZES72429532","6UEMDOYMCcOQxjLebB3q8R"
"CRUÏLLA","Salvatge Cor","CRUÏLLA","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","QM4TW2282255","6TNByW0vz9P3kS6BmM8xN7"
"Estem tan bé","Rudymentari","CONTRACORRENT","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES16E1900085","0gGXTwtWGaqglty2wlKzQP"
"Celobert","Saïm","Fràgil","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES6492136512","5mZbIQQJSJCMMlvUKQdP0Q"
"Foc","Valtonyc","Piet Hein","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","BEW631921310","4WKIv3TojC1LOTcTh6qz9T"
"Diuen que plou","Rudymentari","Diuen que plou","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES16E2300573","4GJMi6ZIdAbhggUvnD7Na9"
"L'Univers","Ja T'ho Dire","Historia D'un Viatge","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES5950200412","4zmAHXjOFUiacublaNCxoQ"
"Fora de control","Rudymentari","Fora de Control","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES16E2200476","3EuuxeBrdqI4xXS55413xJ"
"G&G","FADES","METALLIX","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","QZNWZ2428764","5TpaYjokTh6UBqZFMd5oSI"
"Trista a Miami","Maria Jaume","Nostàlgia Airlines","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES40B2400005","4KIjLt2dy3sefaY11QiZNX"
"Mon Cheri Go Home","Maria Jaume","Mon Cheri Go Home","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES40B2500010","0340Kvl35SM3t1Hg0ReBj4"
"Per Quan Tu M'estimis","Ses Bubotes","Picadors","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ESA031600502","5O5hXEabZFliNcvfVntElP"
"In Menorca tonight","Pèl De Gall","Entre sa llum i sa foscor","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES80A2420403","40LphM2CX3MA3QSdqb2JYq"
"Apunto Shakespeare","Els Amics De Les Arts","20 anys d'Amics","🏝️ Música Balear 🏝️ - Hits de Mallorca, Menorca, Eivissa i Formentera 2026","Playlist","ES60E2500028","6hx7mpKCpsGu5zndJ7CObF"
